"","int","age","period","cohort","y","c.cohort","c.period","age2"
"2238",1,18,29,11,-5.60528716235527,-16.1826,-14.1206,0
"2239",1,21,0,-21,-26.9474888703403,15.8174,14.8794,3
"2240",1,19,9,-10,-19.1143168379504,4.8174,5.8794,1
"2241",1,23,22,-1,-16.2921433488269,-4.1826,-7.1206,5
"2242",1,23,1,-22,-28.7017545603258,16.8174,13.8794,5
"2243",1,24,20,-4,-18.7276290934501,-1.1826,-5.1206,6
"2244",1,25,11,-14,-25.8018048199106,8.8174,3.8794,7
"2245",1,14,12,-2,-10.5154999129447,-3.1826,2.8794,-4
"2246",1,13,5,-8,-13.4441188792209,2.8174,9.8794,-5
"2247",1,29,9,-20,-32.1446287082582,14.8174,5.8794,11
"2248",1,24,5,-19,-27.6752005350299,13.8174,9.8794,6
"2249",1,17,23,6,-7.58539098195,-11.1826,-8.1206,-1
"2250",1,15,22,7,-5.84007839051851,-12.1826,-7.1206,-3
"2251",1,20,17,-3,-15.3551955848815,-2.1826,-2.1206,2
"2252",1,21,30,9,-8.87625690008259,-14.1826,-15.1206,3
"2253",1,17,24,7,-6.99432367611456,-12.1826,-9.1206,-1
"2254",1,19,4,-15,-21.6156428398025,9.8174,10.8794,1
"2255",1,22,22,0,-14.8224139155027,-5.1826,-7.1206,4
"2256",1,22,26,4,-12.5376359031851,-9.1826,-11.1206,4
"2257",1,16,17,1,-10.2035289993708,-6.1826,-2.1206,-2
"2258",1,29,4,-25,-34.4129992243686,19.8174,10.8794,11
"2259",1,17,25,8,-6.71319197112277,-13.1826,-10.1206,-1
"2260",1,16,19,3,-8.90717833092505,-8.1826,-4.1206,-2
"2261",1,19,28,9,-7.51717422330671,-14.1826,-13.1206,1
"2262",1,25,4,-21,-29.7922770346684,15.8174,10.8794,7
"2263",1,18,15,-3,-13.6741778025274,-2.1826,-0.1206,0
"2264",1,17,0,-17,-21.4897297073487,11.8174,14.8794,-1
"2265",1,26,6,-20,-29.8189631611418,14.8174,8.8794,8
"2266",1,28,25,-3,-20.7522504798458,-2.1826,-10.1206,10
"2267",1,14,0,-14,-17.8307761606248,8.8174,14.8794,-4
"2268",1,24,6,-18,-27.1809530550354,12.8174,8.8794,6
"2269",1,20,24,4,-11.0102831830005,-9.1826,-9.1206,2
"2270",1,22,30,8,-10.0741583107468,-13.1826,-15.1206,4
"2271",1,13,17,4,-5.92610674953653,-9.1826,-2.1206,-5
"2272",1,19,1,-18,-23.6593674999353,12.8174,13.8794,1
"2273",1,24,15,-9,-21.6173187475403,3.8174,-0.1206,6
"2274",1,17,17,0,-11.6212517474129,-5.1826,-2.1206,-1
"2275",1,19,13,-6,-16.5114774085242,0.8174,1.8794,1
"2276",1,16,21,5,-7.64657188038188,-10.1826,-6.1206,-2
"2277",1,9,30,21,6.89726247817039,-26.1826,-15.1206,-9
"2278",1,19,13,-6,-16.5057134360289,0.8174,1.8794,1
"2279",1,18,19,1,-11.489697914496,-6.1826,-4.1206,0
"2280",1,23,17,-6,-19.2559237423455,0.8174,-2.1206,5
"2281",1,25,7,-18,-27.6648999784959,12.8174,7.8794,7
"2282",1,17,28,11,-4.76749137525837,-16.1826,-13.1206,-1
"2283",1,18,2,-16,-21.541009490589,10.8174,12.8794,0
"2284",1,25,25,0,-16.9397024566654,-5.1826,-10.1206,7
"2285",1,25,17,-8,-21.6729820072773,2.8174,-2.1206,7
"2286",1,19,4,-15,-21.7346509904332,9.8174,10.8794,1
"2287",1,17,10,-7,-15.9088173078283,1.8174,4.8794,-1
"2288",1,21,29,8,-9.53086127086885,-13.1826,-14.1206,3
"2289",1,18,6,-12,-19.3236009731424,6.8174,8.8794,0
"2290",1,19,3,-16,-22.6766966229405,10.8174,11.8794,1
"2291",1,23,5,-18,-26.2347044650138,12.8174,9.8794,5
"2292",1,16,28,12,-3.378706380954,-17.1826,-13.1206,-2
"2293",1,13,9,-4,-10.9487959048351,-1.1826,5.8794,-5
"2294",1,22,16,-6,-18.7032894483354,0.8174,-1.1206,4
"2295",1,20,30,10,-7.58092943252587,-15.1826,-15.1206,2
"2296",1,31,4,-27,-37.3712142762554,21.8174,10.8794,13
"2297",1,20,12,-8,-18.4172854413166,2.8174,2.8794,2
"2298",1,26,2,-24,-32.0997925733694,18.8174,12.8794,8
"2299",1,21,30,9,-8.65814644444546,-14.1826,-15.1206,3
"2300",1,28,23,-5,-21.8632469604654,-0.1826,-8.1206,10
"2301",1,18,28,10,-6.11958823192739,-15.1826,-13.1206,0
"2302",1,17,30,13,-3.44683006784886,-18.1826,-15.1206,-1
"2303",1,24,28,4,-13.9926671708406,-9.1826,-13.1206,6
"2304",1,25,14,-11,-23.7847772559422,5.8174,0.8794,7
"2305",1,17,28,11,-4.80137755295035,-16.1826,-13.1206,-1
"2306",1,24,17,-7,-20.6154134245091,1.8174,-2.1206,6
"2307",1,30,22,-8,-25.4203054973961,2.8174,-7.1206,12
"2308",1,16,12,-4,-13.1226860912055,-1.1826,2.8794,-2
"2309",1,15,23,8,-5.42779842999789,-13.1826,-8.1206,-3
"2310",1,24,25,1,-15.7948048297632,-6.1826,-10.1206,6
"2311",1,23,24,1,-14.8068596376578,-6.1826,-9.1206,5
"2312",1,23,12,-11,-22.3464961887606,5.8174,2.8794,5
"2313",1,12,12,0,-8.07915642422079,-5.1826,2.8794,-6
"2314",1,17,11,-6,-15.2308128484025,0.8174,3.8794,-1
"2315",1,19,30,11,-6.21423021540313,-16.1826,-15.1206,1
"2316",1,17,24,7,-7.13344016721081,-12.1826,-9.1206,-1
"2317",1,27,15,-12,-25.6003074588887,6.8174,-0.1206,9
"2318",1,23,2,-21,-27.9465011135292,15.8174,12.8794,5
"2319",1,21,25,4,-11.6068773781479,-9.1826,-10.1206,3
"2320",1,11,22,11,-0.60857797760272,-16.1826,-7.1206,-7
"2321",1,28,26,-2,-20.0931135565679,-3.1826,-11.1206,10
"2322",1,23,15,-8,-20.4550747203944,2.8174,-0.1206,5
"2323",1,13,1,-12,-15.7577712207555,6.8174,13.8794,-5
"2324",1,23,16,-7,-19.7562039977969,1.8174,-1.1206,5
"2325",1,19,9,-10,-18.8779185580252,4.8174,5.8794,1
"2326",1,21,3,-18,-25.0764352391714,12.8174,11.8794,3
"2327",1,22,10,-12,-22.0084279318568,6.8174,4.8794,4
"2328",1,17,18,1,-11.150541471763,-6.1826,-3.1206,-1
"2329",1,16,23,7,-6.62492140569699,-12.1826,-8.1206,-2
"2330",1,23,1,-22,-29.004740861003,16.8174,13.8794,5
"2331",1,17,19,2,-10.1226242619084,-7.1826,-4.1206,-1
"2332",1,24,20,-4,-18.3415572571436,-1.1826,-5.1206,6
"2333",1,23,27,4,-13.5243207106693,-9.1826,-12.1206,5
"2334",1,27,18,-9,-23.8957778481967,3.8174,-3.1206,9
"2335",1,18,9,-9,-17.3869688624384,3.8174,5.8794,0
"2336",1,24,16,-8,-21.1900586708032,2.8174,-1.1206,6
"2337",1,29,9,-20,-31.7940973062545,14.8174,5.8794,11
"2338",1,16,11,-5,-13.5952383782877,-0.1826,3.8794,-2
"2339",1,20,24,4,-11.029093428279,-9.1826,-9.1206,2
"2340",1,20,10,-10,-19.6638363377401,4.8174,4.8794,2
"2341",1,19,22,3,-11.0250342341523,-8.1826,-7.1206,1
"2342",1,19,28,9,-7.28832635608069,-14.1826,-13.1206,1
"2343",1,16,22,6,-7.05686010811412,-11.1826,-7.1206,-2
"2344",1,22,4,-18,-25.7450518723954,12.8174,10.8794,4
"2345",1,22,10,-12,-22.1985970367299,6.8174,4.8794,4
"2346",1,21,0,-21,-26.6368004160867,15.8174,14.8794,3
"2347",1,27,30,3,-16.6924979926657,-8.1826,-15.1206,9
"2348",1,26,16,-10,-23.74215454284,4.8174,-1.1206,8
"2349",1,11,24,13,0.521281450922315,-18.1826,-9.1206,-7
"2350",1,17,14,-3,-13.3024854941981,-2.1826,0.8794,-1
"2351",1,17,0,-17,-21.4630882295373,11.8174,14.8794,-1
"2352",1,18,28,10,-6.12107887969277,-15.1826,-13.1206,0
"2353",1,15,15,0,-9.73633080178424,-5.1826,-0.1206,-3
"2354",1,20,5,-15,-22.5495070218221,9.8174,9.8794,2
"2355",1,18,8,-10,-17.9939323425911,4.8174,6.8794,0
"2356",1,15,22,7,-6.0957200212071,-12.1826,-7.1206,-3
"2357",1,25,20,-5,-20.1233657822179,-0.1826,-5.1206,7
"2358",1,20,29,9,-8.10321649231509,-14.1826,-14.1206,2
"2359",1,14,12,-2,-10.4595790723207,-3.1826,2.8794,-4
"2360",1,16,10,-6,-14.1949712543259,0.8174,4.8794,-2
"2361",1,20,18,-2,-14.8337889834835,-3.1826,-3.1206,2
"2362",1,21,22,1,-13.5560889907563,-6.1826,-7.1206,3
"2363",1,16,26,10,-4.73897954805744,-15.1826,-11.1206,-2
"2364",1,16,3,-13,-18.6220520101543,7.8174,11.8794,-2
"2365",1,25,19,-6,-20.5929850592715,0.8174,-4.1206,7
"2366",1,16,30,14,-2.10086370090592,-19.1826,-15.1206,-2
"2367",1,12,17,5,-4.9129415390542,-10.1826,-2.1206,-6
"2368",1,17,30,13,-3.391531665515,-18.1826,-15.1206,-1
"2369",1,21,13,-8,-18.9178399501591,2.8174,1.8794,3
"2370",1,21,27,6,-10.9107750301255,-11.1826,-12.1206,3
"2371",1,16,0,-16,-20.3064846799403,10.8174,14.8794,-2
"2372",1,15,12,-3,-11.6425074661487,-2.1826,2.8794,-3
"2373",1,27,5,-22,-31.7199623637449,16.8174,9.8794,9
"2374",1,29,8,-21,-32.475005743117,15.8174,6.8794,11
"2375",1,14,3,-11,-15.7098938401255,5.8174,11.8794,-4
"2376",1,18,13,-5,-15.0086502303359,-0.1826,1.8794,0
"2377",1,18,27,9,-6.63519073612964,-14.1826,-12.1206,0
"2378",1,16,13,-3,-12.5169301370183,-2.1826,1.8794,-2
"2379",1,21,18,-3,-15.8358497425916,-2.1826,-3.1206,3
"2380",1,15,9,-6,-13.733038974729,0.8174,5.8794,-3
"2381",1,23,2,-21,-28.0971699871889,15.8174,12.8794,5
"2382",1,25,9,-16,-26.4725765601089,10.8174,5.8794,7
"2383",1,22,21,-1,-15.8082270798465,-4.1826,-6.1206,4
"2384",1,18,1,-17,-22.6029467379297,11.8174,13.8794,0
"2385",1,17,21,4,-9.15512749343114,-9.1826,-6.1206,-1
"2386",1,25,25,0,-16.8566623456367,-5.1826,-10.1206,7
"2387",1,18,19,1,-11.389364653861,-6.1826,-4.1206,0
"2388",1,15,30,15,-1.02302449872696,-20.1826,-15.1206,-3
"2389",1,12,18,6,-4.35168669082577,-11.1826,-3.1206,-6
"2390",1,24,28,4,-13.7930403434239,-9.1826,-13.1206,6
"2391",1,17,5,-12,-18.5299347403505,6.8174,9.8794,-1
"2392",1,19,10,-9,-18.0908446586685,3.8174,4.8794,1
"2393",1,19,1,-18,-23.2078581044896,12.8174,13.8794,1
"2394",1,20,25,5,-10.7397018144834,-10.1826,-10.1206,2
"2395",1,20,26,6,-10.0974689990687,-11.1826,-11.1206,2
"2396",1,22,7,-15,-23.597098756068,9.8174,7.8794,4
"2397",1,17,16,-1,-11.980301777381,-4.1826,-1.1206,-1
"2398",1,18,3,-15,-21.0904510666598,9.8174,11.8794,0
"2399",1,16,20,4,-8.14581602825326,-9.1826,-5.1206,-2
"2400",1,21,28,7,-9.83353263020273,-12.1826,-13.1206,3
"2401",1,20,22,2,-12.3921281396357,-7.1826,-7.1206,2
"2402",1,24,1,-23,-30.1463187233264,17.8174,13.8794,6
"2403",1,24,27,3,-14.4689704493117,-8.1826,-12.1206,6
"2404",1,18,5,-13,-19.9093312685813,7.8174,9.8794,0
"2405",1,36,9,-27,-40.919501398396,21.8174,5.8794,18
"2406",1,19,28,9,-7.68738837993579,-14.1826,-13.1206,1
"2407",1,13,30,17,1.66001689697482,-22.1826,-15.1206,-5
"2408",1,18,12,-6,-15.5702260319382,0.8174,2.8794,0
"2409",1,19,23,4,-10.4776178664688,-9.1826,-8.1206,1
"2410",1,13,10,-3,-10.5849138234301,-2.1826,4.8794,-5
"2411",1,11,20,9,-1.72463182932776,-14.1826,-5.1206,-7
"2412",1,15,12,-3,-11.813145572097,-2.1826,2.8794,-3
"2413",1,16,30,14,-2.42565690308884,-19.1826,-15.1206,-2
"2414",1,19,22,3,-11.1610751016816,-8.1826,-7.1206,1
"2415",1,17,7,-10,-17.2093985544304,4.8174,7.8794,-1
"2416",1,19,15,-4,-15.315378317727,-1.1826,-0.1206,1
"2417",1,21,5,-16,-23.9530818123665,10.8174,9.8794,3
"2418",1,17,1,-16,-20.9176045379823,10.8174,13.8794,-1
"2419",1,20,26,6,-10.1237013132374,-11.1826,-11.1206,2
"2420",1,33,28,-5,-25.543209130391,-0.1826,-13.1206,15
"2421",1,16,10,-6,-14.4021995853129,0.8174,4.8794,-2
"2422",1,17,10,-7,-15.6867444402366,1.8174,4.8794,-1
"2423",1,33,24,-9,-28.259381985619,3.8174,-9.1206,15
"2424",1,20,17,-3,-15.4090569613817,-2.1826,-2.1206,2
"2425",1,23,0,-23,-29.6565000516396,17.8174,14.8794,5
"2426",1,16,20,4,-8.39457835804246,-9.1826,-5.1206,-2
"2427",1,20,19,-1,-13.7417527449199,-4.1826,-4.1206,2
"2428",1,14,6,-8,-13.9354167820698,2.8174,8.8794,-4
"2429",1,32,23,-9,-27.224811919085,3.8174,-8.1206,14
"2430",1,16,18,2,-9.7682205867266,-7.1826,-3.1206,-2
"2431",1,25,2,-23,-30.9673798589055,17.8174,12.8794,7
"2432",1,17,0,-17,-21.7240350478692,11.8174,14.8794,-1
"2433",1,24,27,3,-14.3036908912194,-8.1826,-12.1206,6
"2434",1,21,14,-7,-18.4267118936155,1.8174,0.8794,3
"2435",1,20,23,3,-11.771830354253,-8.1826,-8.1206,2
"2436",1,19,30,11,-6.11627026857612,-16.1826,-15.1206,1
"2437",1,19,15,-4,-14.9589707624861,-1.1826,-0.1206,1
"2438",1,17,8,-9,-16.6814729504205,3.8174,6.8794,-1
"2439",1,20,9,-11,-20.1026161049971,5.8174,5.8794,2
"2440",1,20,19,-1,-13.9744386945392,-4.1826,-4.1206,2
"2441",1,19,28,9,-7.4730732029235,-14.1826,-13.1206,1
"2442",1,24,14,-10,-22.2947596965794,4.8174,0.8794,6
"2443",1,20,28,8,-8.67445435627985,-13.1826,-13.1206,2
"2444",1,23,10,-13,-23.2868783949731,7.8174,4.8794,5
"2445",1,20,2,-18,-24.2808045185663,12.8174,12.8794,2
"2446",1,27,16,-11,-25.0810482792929,5.8174,-1.1206,9
"2447",1,12,14,2,-6.67493316906462,-7.1826,0.8794,-6
"2448",1,17,8,-9,-16.8246061294765,3.8174,6.8794,-1
"2449",1,13,9,-4,-11.1032404363858,-1.1826,5.8794,-5
"2450",1,27,18,-9,-23.4593657892907,3.8174,-3.1206,9
"2451",1,24,25,1,-15.5733199247481,-6.1826,-10.1206,6
"2452",1,22,11,-11,-21.3886814305035,5.8174,3.8794,4
"2453",1,21,19,-2,-15.3774299158392,-3.1826,-4.1206,3
"2454",1,19,16,-3,-14.5916511269993,-2.1826,-1.1206,1
"2455",1,20,9,-11,-20.105458110177,5.8174,5.8794,2
"2456",1,21,12,-9,-19.7660509353447,3.8174,2.8794,3
"2457",1,19,13,-6,-16.3668525757179,0.8174,1.8794,1
"2458",1,23,25,2,-14.40236378961,-7.1826,-10.1206,5
"2459",1,18,25,7,-7.95177464866694,-12.1826,-10.1206,0
"2460",1,21,26,5,-11.5677001489266,-10.1826,-11.1206,3
"2461",1,20,4,-16,-22.9849377023818,10.8174,10.8794,2
"2462",1,29,24,-5,-22.7415061568987,-0.1826,-9.1206,11
"2463",1,21,1,-20,-26.3535072346316,14.8174,13.8794,3
"2464",1,24,26,2,-15.1517334168418,-7.1826,-11.1206,6
"2465",1,13,20,7,-4.45338649843219,-12.1826,-5.1206,-5
"2466",1,21,27,6,-10.3581390735987,-11.1826,-12.1206,3
"2467",1,26,18,-8,-22.4172350901761,2.8174,-3.1206,8
"2468",1,24,9,-15,-25.2689520740814,9.8174,5.8794,6
"2469",1,21,5,-16,-23.8100414507088,10.8174,9.8794,3
"2470",1,19,29,10,-6.80681077984273,-15.1826,-14.1206,1
"2471",1,29,16,-13,-27.8178403485152,7.8174,-1.1206,11
"2472",1,22,26,4,-12.4062879222797,-9.1826,-11.1206,4
"2473",1,25,2,-23,-30.8712570202302,17.8174,12.8794,7
"2474",1,21,14,-7,-18.4851084192899,1.8174,0.8794,3
"2475",1,25,9,-16,-26.6968757943418,10.8174,5.8794,7
"2476",1,17,17,0,-11.1602680667733,-5.1826,-2.1206,-1
"2477",1,18,17,-1,-12.6708267631943,-4.1826,-2.1206,0
"2478",1,19,26,7,-8.88648283363325,-12.1826,-11.1206,1
"2479",1,19,12,-7,-16.7598003686017,1.8174,2.8794,1
"2480",1,17,21,4,-8.67141235604689,-9.1826,-6.1206,-1
"2481",1,14,22,8,-4.54881869526596,-13.1826,-7.1206,-4
"2482",1,20,8,-12,-20.7397254933573,6.8174,6.8794,2
"2483",1,22,26,4,-12.6434044172875,-9.1826,-11.1206,4
"2484",1,20,30,10,-7.44675688546118,-15.1826,-15.1206,2
"2485",1,17,19,2,-10.0639885735373,-7.1826,-4.1206,-1
"2486",1,22,10,-12,-22.181321133209,6.8174,4.8794,4
"2487",1,16,25,9,-5.18585389912707,-14.1826,-10.1206,-2
"2488",1,28,19,-9,-24.4799786612231,3.8174,-4.1206,10
"2489",1,22,12,-10,-20.9819802090539,4.8174,2.8794,4
"2490",1,20,6,-14,-21.9674270747459,8.8174,8.8794,2
"2491",1,28,6,-22,-32.4392136887507,16.8174,8.8794,10
"2492",1,18,12,-6,-15.6741156018648,0.8174,2.8794,0
"2493",1,16,12,-4,-13.2939072320081,-1.1826,2.8794,-2
"2494",1,15,22,7,-5.78670315469771,-12.1826,-7.1206,-3
"2495",1,23,22,-1,-16.1901483671738,-4.1826,-7.1206,5
"2496",1,18,3,-15,-21.1038769390437,9.8174,11.8794,0
"2497",1,22,8,-14,-23.423120587417,8.8174,6.8794,4
"2498",1,7,14,7,-0.319052302067432,-12.1826,0.8794,-11
"2499",1,20,22,2,-12.1543828003148,-7.1826,-7.1206,2
"2500",1,29,10,-19,-31.3035062069238,13.8174,4.8794,11
"2501",1,13,7,-6,-12.1098885425219,0.8174,7.8794,-5
"2502",1,19,20,1,-12.0798251853222,-6.1826,-5.1206,1
"2503",1,18,30,12,-5.2226741841162,-17.1826,-15.1206,0
"2504",1,18,6,-12,-18.9234815155894,6.8174,8.8794,0
"2505",1,26,6,-20,-29.8049117524105,14.8174,8.8794,8
"2506",1,16,20,4,-8.27062142226433,-9.1826,-5.1206,-2
"2507",1,13,5,-8,-13.4051700830543,2.8174,9.8794,-5
"2508",1,16,3,-13,-18.4835935443893,7.8174,11.8794,-2
"2509",1,10,1,-9,-11.595539070483,3.8174,13.8794,-8
"2510",1,22,26,4,-12.5253704969281,-9.1826,-11.1206,4
"2511",1,13,7,-6,-12.3253498146006,0.8174,7.8794,-5
"2512",1,23,27,4,-13.1365663624788,-9.1826,-12.1206,5
"2513",1,17,5,-12,-18.5645287245729,6.8174,9.8794,-1
"2514",1,18,20,2,-10.9959734904365,-7.1826,-5.1206,0
"2515",1,21,9,-12,-21.2973954571893,6.8174,5.8794,3
"2516",1,20,25,5,-10.3164893433814,-10.1826,-10.1206,2
"2517",1,10,14,4,-4.40492896013991,-9.1826,0.8794,-8
"2518",1,16,25,9,-5.38057592384637,-14.1826,-10.1206,-2
"2519",1,17,19,2,-10.1953377410468,-7.1826,-4.1206,-1
"2520",1,27,22,-5,-21.5089082763224,-0.1826,-7.1206,9
"2521",1,23,8,-15,-24.5445809365632,9.8174,6.8794,5
"2522",1,28,7,-21,-31.5451899009014,15.8174,7.8794,10
"2523",1,17,28,11,-4.67342794878336,-16.1826,-13.1206,-1
"2524",1,23,30,7,-11.3956885228142,-12.1826,-15.1206,5
"2525",1,24,30,6,-12.8286000605174,-11.1826,-15.1206,6
"2526",1,20,17,-3,-15.43354124261,-2.1826,-2.1206,2
"2527",1,22,8,-14,-23.2806260481803,8.8174,6.8794,4
"2528",1,22,2,-20,-27.0243012550989,14.8174,12.8794,4
"2529",1,25,18,-7,-21.027657963547,1.8174,-3.1206,7
"2530",1,18,7,-11,-18.7539531925013,5.8174,7.8794,0
"2531",1,17,27,10,-5.6726656078024,-15.1826,-12.1206,-1
"2532",1,17,12,-5,-14.5054043179915,-0.1826,2.8794,-1
"2533",1,20,15,-5,-16.661572142515,-0.1826,-0.1206,2
"2534",1,21,27,6,-10.6943748648581,-11.1826,-12.1206,3
"2535",1,16,25,9,-5.38848355131386,-14.1826,-10.1206,-2
"2536",1,18,3,-15,-20.9581702012137,9.8174,11.8794,0
"2537",1,25,26,1,-16.4226698019235,-6.1826,-11.1206,7
"2538",1,23,21,-2,-16.6736113681569,-3.1826,-6.1206,5
"2539",1,22,11,-11,-21.3366615965829,5.8174,3.8794,4
"2540",1,22,20,-2,-16.2093539953657,-3.1826,-5.1206,4
"2541",1,18,28,10,-6.25512122517283,-15.1826,-13.1206,0
"2542",1,19,25,6,-9.15503292343625,-11.1826,-10.1206,1
"2543",1,26,18,-8,-22.4720979832842,2.8174,-3.1206,8
"2544",1,24,28,4,-13.4521875653862,-9.1826,-13.1206,6
"2545",1,21,5,-16,-23.7322206190395,10.8174,9.8794,3
"2546",1,23,22,-1,-16.2469422355597,-4.1826,-7.1206,5
"2547",1,25,29,4,-14.5352110928076,-9.1826,-14.1206,7
"2548",1,16,18,2,-9.48453172972642,-7.1826,-3.1206,-2
"2549",1,16,4,-12,-17.9999770574984,6.8174,10.8794,-2
"2550",1,28,5,-23,-32.8842299167963,17.8174,9.8794,10
"2551",1,27,1,-26,-34.0492918072021,20.8174,13.8794,9
"2552",1,15,16,1,-9.48313103851324,-6.1826,-1.1206,-3
"2553",1,22,7,-15,-23.8307981669482,9.8174,7.8794,4
"2554",1,26,11,-15,-26.4578659509823,9.8174,3.8794,8
"2555",1,32,27,-5,-25.1370933354569,-0.1826,-12.1206,14
"2556",1,12,14,2,-6.68459355214066,-7.1826,0.8794,-6
"2557",1,28,28,0,-18.9110591810967,-5.1826,-13.1206,10
"2558",1,16,20,4,-8.44367894462023,-9.1826,-5.1206,-2
"2559",1,10,14,4,-3.87101035360981,-9.1826,0.8794,-8
"2560",1,19,27,8,-7.97211580389115,-13.1826,-12.1206,1
"2561",1,18,12,-6,-15.6236252281725,0.8174,2.8794,0
"2562",1,18,22,4,-9.76114125707676,-9.1826,-7.1206,0
"2563",1,13,18,5,-5.68087778721589,-10.1826,-3.1206,-5
"2564",1,23,22,-1,-16.1963919785621,-4.1826,-7.1206,5
"2565",1,19,28,9,-7.49504192062828,-14.1826,-13.1206,1
"2566",1,25,8,-17,-27.2062526540821,11.8174,6.8794,7
"2567",1,11,0,-11,-13.72271007382,5.8174,14.8794,-7
"2568",1,21,3,-18,-24.9345530940658,12.8174,11.8794,3
"2569",1,16,17,1,-10.3528571377002,-6.1826,-2.1206,-2
"2570",1,25,22,-3,-18.4758603588634,-2.1826,-7.1206,7
"2571",1,29,26,-3,-21.5344460266918,-2.1826,-11.1206,11
"2572",1,19,16,-3,-14.5897900250557,-2.1826,-1.1206,1
"2573",1,23,6,-17,-25.8828841567024,11.8174,8.8794,5
"2574",1,21,1,-20,-26.1827667073173,14.8174,13.8794,3
"2575",1,24,14,-10,-22.325619454458,4.8174,0.8794,6
"2576",1,15,13,-2,-11.1311248709985,-3.1826,1.8794,-3
"2577",1,13,18,5,-5.7612220987833,-10.1826,-3.1206,-5
"2578",1,16,27,11,-4.09076907432338,-16.1826,-12.1206,-2
"2579",1,20,12,-8,-18.5304986712703,2.8174,2.8794,2
"2580",1,20,0,-20,-25.3109524653687,14.8174,14.8794,2
"2581",1,13,16,3,-6.76541453645126,-8.1826,-1.1206,-5
"2582",1,25,1,-24,-31.3112806082164,18.8174,13.8794,7
"2583",1,14,30,16,0.177909115930584,-21.1826,-15.1206,-4
"2584",1,25,11,-14,-25.473564820887,8.8174,3.8794,7
"2585",1,23,22,-1,-15.9959113346827,-4.1826,-7.1206,5
"2586",1,21,3,-18,-25.0071821727577,12.8174,11.8794,3
"2587",1,24,13,-11,-22.9432414743889,5.8174,1.8794,6
"2588",1,21,9,-12,-21.4133020736396,6.8174,5.8794,3
"2589",1,20,7,-13,-21.2152966816386,7.8174,7.8794,2
"2590",1,22,28,6,-11.3288910893448,-11.1826,-13.1206,4
"2591",1,18,1,-17,-22.3183783593819,11.8174,13.8794,0
"2592",1,17,12,-5,-14.0739402259725,-0.1826,2.8794,-1
"2593",1,22,11,-11,-21.6305494356833,5.8174,3.8794,4
"2594",1,27,3,-24,-32.7886738221014,18.8174,11.8794,9
"2595",1,25,10,-15,-26.0747454278207,9.8174,4.8794,7
"2596",1,12,8,-4,-10.1377109234563,-1.1826,6.8794,-6
"2597",1,21,15,-6,-17.9971371873707,0.8174,-0.1206,3
"2598",1,17,26,9,-5.92956337958728,-14.1826,-11.1206,-1
"2599",1,12,21,9,-2.2831760526732,-14.1826,-6.1206,-6
"2600",1,20,8,-12,-20.6451652309312,6.8174,6.8794,2
"2601",1,14,13,-1,-9.75507545553046,-4.1826,1.8794,-4
"2602",1,21,18,-3,-16.1027559161857,-2.1826,-3.1206,3
"2603",1,18,13,-5,-15.2458179572931,-0.1826,1.8794,0
"2604",1,19,24,5,-9.67285805849759,-10.1826,-9.1206,1
"2605",1,22,24,2,-13.5786682865392,-7.1826,-9.1206,4
"2606",1,22,9,-13,-22.8838106142436,7.8174,5.8794,4
"2607",1,20,14,-6,-16.770294574157,0.8174,0.8794,2
"2608",1,17,4,-13,-19.3941229224119,7.8174,10.8794,-1
"2609",1,14,11,-3,-11.3916114688417,-2.1826,3.8794,-4
"2610",1,18,24,6,-8.47004212944909,-11.1826,-9.1206,0
"2611",1,18,15,-3,-13.8877304109278,-2.1826,-0.1206,0
"2612",1,22,26,4,-12.6552191722592,-9.1826,-11.1206,4
"2613",1,17,14,-3,-13.2565798894169,-2.1826,0.8794,-1
"2614",1,24,11,-13,-23.9621552783352,7.8174,3.8794,6
"2615",1,17,11,-6,-14.8730707759711,0.8174,3.8794,-1
"2616",1,25,5,-20,-29.2056281616708,14.8174,9.8794,7
"2617",1,26,11,-15,-26.4834981490554,9.8174,3.8794,8
"2618",1,28,0,-28,-35.7993445380031,22.8174,14.8794,10
"2619",1,16,1,-15,-19.5834983730463,9.8174,13.8794,-2
"2620",1,22,10,-12,-22.2127558695929,6.8174,4.8794,4
"2621",1,19,9,-10,-18.9758419608648,4.8174,5.8794,1
"2622",1,23,18,-5,-18.5093703755534,-0.1826,-3.1206,5
"2623",1,24,2,-22,-29.3204462903455,16.8174,12.8794,6
"2624",1,21,8,-13,-22.0211410963093,7.8174,6.8794,3
"2625",1,24,6,-18,-27.0401473214224,12.8174,8.8794,6
"2626",1,26,30,4,-15.2316380240156,-9.1826,-15.1206,8
"2627",1,19,10,-9,-18.2026606135048,3.8174,4.8794,1
"2628",1,27,12,-15,-27.7007675876445,9.8174,2.8794,9
"2629",1,23,11,-12,-22.6624811661181,6.8174,3.8794,5
"2630",1,16,24,8,-6.09333296995123,-13.1826,-9.1206,-2
"2631",1,19,13,-6,-16.3442445118601,0.8174,1.8794,1
"2632",1,13,21,8,-3.90982495603863,-13.1826,-6.1206,-5
"2633",1,22,3,-19,-26.5075306143971,13.8174,11.8794,4
"2634",1,20,12,-8,-18.312098546459,2.8174,2.8794,2
"2635",1,19,0,-19,-24.2935931595082,13.8174,14.8794,1
"2636",1,26,0,-26,-33.5216973155032,20.8174,14.8794,8
"2637",1,16,21,5,-7.45359124480093,-10.1826,-6.1206,-2
