"","a","p","y1","y2","y3","y4","c"
"2511",11,6,0.991887722118109,-0.906520882983102,0.384689015388965,4.60236258311233,-5
"2512",12,6,1.58435933789844,-1.30308059907861,-0.416781669112644,4.26827254638939,-6
"2513",13,6,0.234780920738821,-2.09813313899858,-2.12505423035464,4.14986915202908,-7
"2514",14,6,0.686471083213654,-3.48740306857297,-0.471280194358653,4.47307697113845,-8
"2515",15,6,-1.75039718988144,-2.53092061748873,-0.51410457787006,3.25598667794861,-9
"2516",16,6,0.519902673858332,-3.74647535130155,-3.11202473078294,2.85248145371596,-10
"2517",17,6,-0.163988424506714,-3.71434347120427,-2.29015926454483,2.00759841839228,-11
"2518",18,6,-0.613537640618717,-3.07826592294054,-1.2335647649136,2.75395969619069,-12
"2519",19,6,-1.87273603615518,-3.97500890324319,-2.29592553313017,1.49055432386829,-13
"2520",20,6,-3.58247434397859,-4.38976310985991,-3.3061136398997,2.11054289602455,-14
"2521",1,7,4.37749338596482,2.48348564657721,2.13812712500373,-1.30709225812779,6
"2522",2,7,1.03449145280044,3.09374165849538,2.49985378156194,1.95057444714644,5
"2523",3,7,4.03270979799794,3.00193588782404,2.4298867974502,2.27033384798181,4
"2524",4,7,3.60106688295336,1.34054777208045,3.44620364276091,3.14813796222983,3
"2525",5,7,3.25437980808273,1.16676744797883,1.47031089258395,1.00841717464452,2
"2526",6,7,4.85835118124425,0.847609852683063,1.48859134827155,2.46727792363653,1
"2527",7,7,0.674465177033039,0.238806107841768,0.82619974049062,0.7490481706523,0
"2528",8,7,2.38435335228337,-0.434343821735921,0.829362197163811,4.59175888116699,-1
"2529",9,7,2.54221209506546,0.842052457912009,2.42673256218162,2.12574319190878,-2
"2530",10,7,2.46395257852111,0.105538203424479,0.550615511215372,4.42913970428183,-3
"2531",11,7,1.47941267294621,-1.20913369994753,-0.376415238655856,2.9231711441148,-4
"2532",12,7,0.6784060892424,-1.38464729212978,-0.945450024903673,4.20051194467128,-5
"2533",13,7,1.73882431570482,0.154953650897757,-0.18946524523364,4.49664204708915,-6
"2534",14,7,1.50563030481033,-0.97627113065738,-0.79371198578166,3.17729616695791,-7
"2535",15,7,1.63810230340461,-2.55708534210237,0.630038471347644,2.8976252489738,-8
"2536",16,7,0.436633822277726,-3.69652087944216,-0.976758167383138,3.88251360224633,-9
"2537",17,7,-1.96044644997962,-0.864646503258691,-2.50644152082626,4.76599128977023,-10
"2538",18,7,-0.841298924797443,-3.92111621562692,-2.42851557801134,3.17665555699524,-11
"2539",19,7,-0.694243632467045,-1.86436844099874,-3.12444710853224,3.49281003469834,-12
"2540",20,7,-0.191376216722983,-2.03154892262886,-1.57034358711588,3.50187324322183,-13
"2541",1,8,4.42798878821834,3.75804584009084,2.94186612420346,-0.459795829393501,7
"2542",2,8,4.94062488002839,4.35407874980891,2.29668029190819,4.83624418944502,6
"2543",3,8,4.98383179581008,1.81034996446559,1.21812209036748,1.59413327642917,5
"2544",4,8,4.74382557531776,3.70973046945241,3.90033509409908,3.18225737218276,4
"2545",5,8,4.19608916481987,2.66389209029826,3.43997879315333,2.46885921051809,3
"2546",6,8,4.4709520969642,1.90236308135016,3.18339340540857,2.92515812723345,2
"2547",7,8,1.61127947172725,1.10410381074338,1.90378047420843,4.3934126449826,1
"2548",8,8,2.10173076699533,1.13086128574137,1.06065837852695,2.16241387730165,0
"2549",9,8,4.30646282046415,0.906387076557297,1.47625698537221,2.78415535056011,-1
"2550",10,8,2.35733249136946,1.36866015016699,0.455961738730743,2.87697865957541,-2
"2551",11,8,3.31898116611869,-0.602781785604201,0.113932122780401,3.30439498060834,-3
"2552",12,8,1.05193672778596,-0.895059488450445,-0.619485687204507,4.15885226843015,-4
"2553",13,8,2.6726039056118,-1.28310905376331,-0.548498323818958,3.09770432813159,-5
"2554",14,8,1.40395785686198,-0.593660014104889,0.00459132607467592,3.84494958313978,-6
"2555",15,8,3.53616178790596,0.105088898439428,0.675659912836244,4.10765144485811,-7
"2556",16,8,2.2059407423781,0.550829889862833,-2.31080929996521,3.42713003194508,-8
"2557",17,8,0.158080487117165,-0.0815435251743515,0.81288352656513,3.93654633371509,-9
"2558",18,8,-1.14854229121078,-1.16412768223417,-1.48477244154444,4.32210000233679,-10
"2559",19,8,-0.342136550834357,-2.26317991033059,-2.18344237543596,2.60995085938689,-11
"2560",20,8,-1.30188231136726,-1.99461858227405,-1.68982352264418,3.78169955844184,-12
"2561",1,9,7.21050365209357,5.03741532235809,2.73406919715186,2.92299059786784,8
"2562",2,9,3.51960637422943,4.16175156022356,2.33598163356024,1.66017466248403,7
"2563",3,9,4.66432554601163,3.91911554405227,2.24250560334587,3.65626312385427,6
"2564",4,9,5.26727630792206,5.09058217331215,2.93329684936128,3.35118134213985,5
"2565",5,9,5.75584609488681,5.2437921951876,1.94495572779759,1.94590000992384,4
"2566",6,9,4.30670550599721,3.26048771734636,3.06179990848836,2.382209792534,3
"2567",7,9,5.79158669933319,3.81541899970424,3.61799573297754,3.53094792907466,2
"2568",8,9,6.46155345312554,1.72395506343308,2.04689490580216,3.37228899688498,1
"2569",9,9,3.66069637727442,0.167419216840891,0.353821660563466,4.06178279065204,0
"2570",10,9,2.16870455721834,0.924599786495992,1.17561333532764,5.3373046179184,-1
"2571",11,9,3.63170124841626,0.159779363052831,1.68938954885614,3.81905430763293,-2
"2572",12,9,1.9085486282258,-0.077800929429929,0.142972668057182,4.65321580297091,-3
"2573",13,9,2.80242239087601,1.13488899122763,-0.357279265202876,5.10121613037946,-4
"2574",14,9,2.17811049157611,0.556554118332892,-1.52813048028907,4.11229716796261,-5
"2575",15,9,0.540216829643509,0.659995543013586,1.36919284248161,4.45169252474592,-6
"2576",16,9,3.52458768537853,-1.17784172322501,-0.684664541025875,4.50962143732685,-7
"2577",17,9,1.48866175650743,0.375351826439429,0.397566322471363,4.50795898661277,-8
"2578",18,9,-0.317935921704111,-0.698160459287109,-0.300018024297624,2.79885756801295,-9
"2579",19,9,0.486075568877077,-0.830733018855089,-3.49332060329705,4.10767822431423,-10
"2580",20,9,0.205671254125544,-2.13421951190737,-3.04745337733812,5.7055687914905,-11
"2581",1,10,6.93141966343284,5.0904736389023,3.8341027385483,1.50865045054677,9
"2582",2,10,4.17404844514545,6.04104445609135,3.16455154816799,3.5523885004914,8
"2583",3,10,5.05080478051456,5.79421829267434,1.32143186675065,4.39228935276859,7
"2584",4,10,5.35188237091837,3.6309301519978,1.63885267415734,3.60684818663346,6
"2585",5,10,5.81998634899092,5.71004262004445,0.639138132103275,5.88070595761509,5
"2586",6,10,4.58631792609242,2.78493363470167,2.38759412892612,4.27641798074016,4
"2587",7,10,5.16974021798081,4.24295055715673,3.53764638949487,4.94519382501289,3
"2588",8,10,3.69942374381112,2.39232461919118,3.6844429062402,3.45014786690037,2
"2589",9,10,3.74345710452851,2.25421338858209,2.69511754109293,2.49549039252765,1
"2590",10,10,3.16238342449744,3.77712436074487,0.357709195515154,5.05972426991415,0
"2591",11,10,3.95050901595095,1.65536731021779,1.52001730475406,3.97313235151377,-1
"2592",12,10,2.40390743316388,2.808442288011,1.70929645377562,4.46632857782132,-2
"2593",13,10,3.02444344202325,0.652158145339471,0.854048858940661,4.74910678384537,-3
"2594",14,10,2.62136714373085,1.11796527362666,-0.351351147066118,4.39105878600894,-4
"2595",15,10,2.7107869841939,0.959462685730498,0.610905319967995,6.19007703779344,-5
"2596",16,10,1.40450306791721,-1.52744473167698,1.52698592964495,4.90965117156868,-6
"2597",17,10,2.56659141570907,-1.13549509122771,-0.181404038885245,3.39825008398845,-7
"2598",18,10,1.02417154467121,-1.11775591013649,-2.91164036118473,6.56314827948181,-8
"2599",19,10,-0.306926568269925,-1.28831321871401,-1.47630961174496,6.01969144058728,-9
"2600",20,10,1.35517419522814,-0.264174409688843,-0.0974209584820507,4.45166597612365,-10
"2601",1,11,5.75393158416029,6.00786965174208,4.18754343408271,2.43721968568514,10
"2602",2,11,5.62076325246243,5.62379773001314,4.18960232088216,3.57820161866441,9
"2603",3,11,6.47038967427974,6.76560389869863,3.77926398796622,3.05734301598981,8
"2604",4,11,6.0754581116774,5.03522071990543,0.533614100539406,4.03134024831474,7
"2605",5,11,6.28883392030883,5.77339996804128,3.46275925319719,3.46998469814077,6
"2606",6,11,5.64749274640177,3.73748373104958,4.72770981458086,6.29018100295215,5
"2607",7,11,5.02446691736075,4.12419178976514,2.93794279937834,7.18296508346326,4
"2608",8,11,7.01288956269083,3.27426156714948,2.69029874008341,3.64740330979713,3
"2609",9,11,5.51026808145374,3.61624906419667,3.44049786334413,6.05089254046409,2
"2610",10,11,4.12334954211353,3.09641408099566,2.19930471809981,4.23497899472277,1
"2611",11,11,6.90248767288253,3.09396608999688,2.75667200444248,3.5770783071861,0
"2612",12,11,5.17781814233763,2.8442981548507,2.62553800083458,4.1835484781847,-1
"2613",13,11,1.3315260638696,1.20683709385546,1.95078239581562,4.72198864126643,-2
"2614",14,11,6.41611650369337,4.61451046311104,-0.35030498676542,5.20218522400775,-3
"2615",15,11,4.8100667474103,-0.74351121475842,1.65060123621302,4.80996588268088,-4
"2616",16,11,3.06770730874717,-1.73966531375057,2.93797941905726,4.63834057434175,-5
"2617",17,11,4.18880085641344,0.563233399646997,0.261287647568577,4.52478105342882,-6
"2618",18,11,2.18649469278562,-1.21668872576033,1.55776294888291,4.77489098389207,-7
"2619",19,11,2.63405071331041,0.249874091771302,-0.731529027960531,3.97569799661886,-8
"2620",20,11,3.04444380874096,-0.929013636443179,-1.57880593035448,5.59207923955346,-9
"2621",1,12,8.21394337610232,5.11598657232484,5.17528457643902,3.80605364422628,11
"2622",2,12,8.20538104453778,6.99025662703938,3.5149343541703,4.91988427595137,10
"2623",3,12,10.780577875099,6.62902146387266,5.09211431495572,4.48505110616446,9
"2624",4,12,7.98469995412218,6.84177663479975,2.65667382542816,4.58878668450069,8
"2625",5,12,8.67524673673799,6.25244636039652,0.640784502565058,4.69129412366197,7
"2626",6,12,7.77383799465028,5.82054711371387,2.86228338102609,4.9268145394694,6
"2627",7,12,7.65744231163268,5.85689932130823,2.85405904412157,3.59116893372237,5
"2628",8,12,7.63661521335813,6.12709791244939,4.49093382692365,5.53400993713125,4
"2629",9,12,5.97630160304336,5.34625424589078,3.2518556112666,4.17793187341926,3
"2630",10,12,5.82991095475238,3.53182520576676,2.42214149702645,6.41318119334325,2
"2631",11,12,5.7396599938398,3.40367743098237,1.05532479407728,4.5402922025066,1
"2632",12,12,5.57904918618368,3.00632980630848,0.481063064034787,4.56570151475613,0
"2633",13,12,6.51788932728275,2.2042093399682,1.89731561914274,5.71360921261524,-1
"2634",14,12,5.00691077546543,2.574057553363,1.85258643689113,4.90077481049603,-2
"2635",15,12,3.45879052021225,3.5003505667459,1.01625623609443,6.74893690092201,-3
"2636",16,12,5.34632285060279,2.83926458432954,1.88863810972162,6.25868108093091,-4
"2637",17,12,2.87553025207454,1.26814403717707,0.886564882602248,5.34530780731708,-5
"2638",18,12,4.39459164600486,-0.0609122440396219,0.678018972587241,6.31696460350152,-6
"2639",19,12,3.19798580666393,0.581965771334051,0.95108210030596,3.87651135868254,-7
"2640",20,12,2.61361988182736,-0.864566129650481,-2.52164985753642,3.67904791637971,-8
"2641",1,13,8.49017136343592,6.42508783605396,4.43443660487242,4.01732032262876,12
"2642",2,13,9.15447367864168,7.45669717957042,4.65078936463247,3.8411873226789,11
"2643",3,13,8.17643497264162,6.79506975564869,4.086695826635,5.32998487635117,10
"2644",4,13,8.669232595415,6.63984578248727,4.72271678160259,3.25045039166744,9
"2645",5,13,7.89318768729933,6.42822824317512,1.74072796338873,6.28657444871838,8
"2646",6,13,7.6936127470383,6.9255098925369,2.95349753249587,6.70762009762696,7
"2647",7,13,7.07979867660727,3.74105511709009,3.45534334355161,6.9990731824476,6
"2648",8,13,8.190422754415,5.42045818839717,2.44094926507127,5.90803501271706,5
"2649",9,13,7.26638469296959,6.37040863035745,3.65156056306709,4.16885553904791,4
"2650",10,13,8.6449578556651,6.18370810711292,1.9539530959801,4.70605834332226,3
"2651",11,13,6.2964804640876,4.8430603905687,2.38298459431809,5.76154551586373,2
"2652",12,13,7.20502294855023,3.4648658519522,1.92334638715918,5.81020767840872,1
"2653",13,13,5.6734535201355,1.86113017716717,3.18210327937136,7.56282981611684,0
"2654",14,13,7.27652492769413,4.15319874007816,2.49718540252303,6.08341266096791,-1
"2655",15,13,5.69384079354876,4.59196612056166,3.46990947024176,6.35069853839414,-2
"2656",16,13,5.2455230865993,3.2569525643201,1.04333416391044,5.52200998598926,-3
"2657",17,13,6.84049666196548,3.05145889518567,0.754539255618256,4.64947528006433,-4
"2658",18,13,4.54295565555227,1.96910913097743,0.387203030805264,6.73502443556827,-5
"2659",19,13,4.8585871325576,1.6007786867983,-0.391306250534801,5.60755179688832,-6
"2660",20,13,3.89631099777084,0.969175128461264,-0.628960635270722,5.35202996487521,-7
"2661",1,14,8.77906800777919,9.25549752169715,2.46849200389718,5.19661443019089,13
"2662",2,14,9.29719878992964,9.77735752955273,6.6900443924953,4.74956050461974,12
"2663",3,14,10.0650764480771,8.94926646953621,1.99172721630621,4.72411179980523,11
"2664",4,14,7.92587430013052,8.57019026678067,5.22111064576912,4.8582881978894,10
"2665",5,14,7.88451056675761,7.09783386042693,2.92026339809096,4.83768993675409,9
"2666",6,14,8.39810767181243,8.0612883749948,2.79107618101523,6.8964861024387,8
"2667",7,14,8.8411735530055,7.07420926917548,4.78206005859865,6.90728719547084,7
"2668",8,14,8.00232367470319,5.79119650837682,2.47581732272181,8.08883662757624,6
"2669",9,14,8.67376447914517,5.15002063675751,5.4842127068429,6.03732381043735,5
"2670",10,14,8.06677304458949,6.60982477182875,3.41399079021855,6.28597041505292,4
"2671",11,14,9.273816472546,4.67254719055799,2.6780553795796,6.52932308462472,3
"2672",12,14,7.7536021174687,4.7960568926941,3.25625095374344,5.71728431036537,2
"2673",13,14,8.15338539541498,4.88352929137499,2.85237331244749,7.67011567088225,1
"2674",14,14,6.68713066089984,5.3367066376894,3.15332813199061,7.49323127773541,0
"2675",15,14,6.13096672842518,2.87107977079471,1.23127600929212,7.80587626101193,-1
"2676",16,14,6.63296539061252,5.34709955565475,1.84639083252445,7.51216627738335,-2
"2677",17,14,5.48327441865724,3.52666382134369,0.316098914950277,5.1475054065329,-3
"2678",18,14,5.81716934206034,2.09699641555499,-1.42123707914464,6.84992648241878,-4
"2679",19,14,4.7684144880506,2.43641588794781,0.78902502709392,6.87320581436509,-5
"2680",20,14,3.20669271183108,4.38064039185171,-2.82821772364721,7.39863707371491,-6
"2681",1,15,9.58076073500344,9.6663907376431,3.84730298359357,6.16161273702017,14
"2682",2,15,9.75299485216247,10.0935129154185,3.59571327987381,4.77252445489401,13
"2683",3,15,9.40731068329504,9.32327757903781,4.12362342731558,5.20036997833283,12
"2684",4,15,9.97782593273623,8.88126825547464,4.8774371948558,6.27764252633805,11
"2685",5,15,9.65243593232606,7.2256910558499,3.36361106314988,7.92536877144177,10
"2686",6,15,9.77264169579026,8.51308807909094,3.40939822925603,8.06962773795896,9
"2687",7,15,9.79005842183311,8.22604495289276,5.43118037960285,4.94093108617914,8
"2688",8,15,6.40916466136151,6.97050612034127,1.39887413912697,7.37156875677405,7
"2689",9,15,7.45759669839487,6.9847889002462,2.79600399496919,7.72585316089618,6
"2690",10,15,7.65041396880847,7.30261970988921,4.68270395493157,7.88676210212767,5
"2691",11,15,8.65068834941303,8.32059835294961,5.93310621418023,6.76902462024133,4
"2692",12,15,9.29573094165406,6.93975656865641,3.79206445187524,8.27619222672646,3
"2693",13,15,8.04418045647097,6.33487556822642,2.99675598362686,10.0459945445474,2
"2694",14,15,9.55815961408757,6.50573810230257,1.30142945269569,8.39421766372559,1
"2695",15,15,8.33137218629987,4.95456187571644,1.28753363987176,8.07711413331519,0
"2696",16,15,6.51687758255976,5.39330420505435,3.06028535840055,7.44950100934263,-1
"2697",17,15,6.12817572577368,5.40478357410845,0.442612630148642,6.02930646842011,-2
"2698",18,15,6.08743591921369,3.23793337700008,2.43973252132051,6.22498982488562,-3
"2699",19,15,7.07872359950335,0.974723690100698,1.40304246090404,8.3673388141914,-4
"2700",20,15,7.04707195856186,2.93793469126989,1.0119533860433,7.88572043637976,-5
"2701",1,16,10.1351543404851,11.7832367225186,4.80300542907732,6.88142420233359,15
"2702",2,16,10.8986304192982,10.4175297741668,5.36527363850587,6.13719257647735,14
"2703",3,16,12.7087134250048,10.0786004069243,4.30678206461899,5.4686939591922,13
"2704",4,16,10.7115510169517,10.1960571931859,5.70340053581995,8.76612162039394,12
"2705",5,16,10.3864651396535,10.4965599669877,4.7191461863164,7.05017610489715,11
"2706",6,16,11.0225888704603,9.68911701389279,4.20215428609131,6.91410480398011,10
"2707",7,16,12.088061332581,9.63867024421972,3.69888230605277,5.42865762031587,9
"2708",8,16,11.3806761263797,9.18680379240332,3.7739487302165,7.00752492320678,8
"2709",9,16,10.1731570854289,8.06870230846732,4.81403232306955,7.81576621079662,7
"2710",10,16,10.0732951669575,6.06639626534497,5.90342385483744,7.2678653099921,6
"2711",11,16,10.3151725506145,7.22141547050814,5.2559517531378,7.49390614707339,5
"2712",12,16,8.76653526712253,6.28172170431991,4.39707655022098,8.47157624067085,4
"2713",13,16,9.58312301036963,8.26659193045352,1.5043647365789,6.71811150514492,3
"2714",14,16,6.7938205943567,5.75159480727821,3.66255588093301,7.84487817585195,2
"2715",15,16,7.51331090594114,6.98800475503143,2.03452271002267,7.24803522331135,1
"2716",16,16,8.77270042626573,5.71901437970073,1.83984987472862,7.64514831536204,0
"2717",17,16,7.61881004404717,5.82893947029831,2.20333163922885,5.23889966469695,-1
"2718",18,16,8.66603824002899,3.09092993227314,1.02152789803122,7.01392647357588,-2
"2719",19,16,7.37582960722967,2.34912283932349,0.271748410939979,7.3686424869075,-3
"2720",20,16,6.62010872790853,3.60138502101515,-1.01312631023059,9.48562475433057,-4
"2721",1,17,11.8870541459302,12.1835979522826,4.71119144125847,6.00447129568735,16
"2722",2,17,11.9347754920454,10.3390133599384,4.99127820527199,8.89132805215982,15
"2723",3,17,10.5869140563803,12.3677230899342,5.98574412121021,7.90966588049761,14
"2724",4,17,12.516539711855,11.6201119829872,6.66160878148222,7.30928753525376,13
"2725",5,17,11.3171550019874,10.6975891923107,3.73656317762311,6.76800865959782,12
"2726",6,17,11.2413338456572,11.6912118658688,5.78614260979694,7.01058715470907,11
"2727",7,17,11.832019771295,11.5259476719255,5.23463595843408,8.34563122387287,10
"2728",8,17,12.3477297088292,8.76386800040354,3.76515156844885,7.54204255857953,9
"2729",9,17,10.06007285939,10.4459374532679,4.1041350325726,8.23037199963504,8
"2730",10,17,10.7541819996401,7.7642838566905,4.58229954592536,8.84568180709912,7
"2731",11,17,11.3170186741356,8.17862359621121,4.01271800994122,7.31652202152785,6
"2732",12,17,9.40449748811375,8.31301234159154,5.81772552717382,8.73685416622591,5
"2733",13,17,11.6983870154978,8.1268353260225,2.8337995579811,8.83673129722562,4
"2734",14,17,10.2408610487859,8.98432592305376,3.87122635131232,7.92435134988241,3
"2735",15,17,9.6201496006268,5.57873371671696,0.967330236120958,7.76324367197644,2
"2736",16,17,10.6765593911516,6.39806470084041,2.61484771909965,10.3829664275795,1
"2737",17,17,8.31309307263991,6.26251748043472,2.84467688230152,8.84835491064117,0
"2738",18,17,8.08895901928667,7.69643864637934,-0.643613504871363,9.11783533567675,-1
"2739",19,17,6.88924619442932,5.34348315074271,0.302392022133002,8.41482547206564,-2
"2740",20,17,8.63447702769848,5.57087224925644,0.226716198529792,8.66488579566088,-3
"2741",1,18,14.2607098808819,12.063023689006,5.33989088309443,8.75957137570234,17
"2742",2,18,12.6414243249792,11.0720901456714,7.39339437338761,9.20068051883305,16
"2743",3,18,12.8951953192124,11.9373784189285,5.24695638417325,9.40943311661819,15
"2744",4,18,12.9829150987931,12.2087879176757,6.42995846209961,8.1454631809531,14
"2745",5,18,13.410840216938,11.1900809425949,4.91113063374745,9.0001562821695,13
"2746",6,18,13.47486826947,11.4583060828663,4.66686221466613,9.38616645559012,12
"2747",7,18,12.2029603642438,11.4573473904104,5.21942588665983,10.9446669521582,11
"2748",8,18,12.9316467412525,8.5597856416596,5.22789669236049,7.44536422193762,10
"2749",9,18,12.4250788862524,9.82226430410322,5.92352188173126,7.5653638000389,9
"2750",10,18,12.9495482359545,10.0637432553642,5.02279415433021,8.15332368998981,8
"2751",11,18,10.3891587170686,8.88745825909703,7.60670804412844,8.59540631604919,7
"2752",12,18,9.89385499780369,8.00048414406501,5.11526091816225,8.85170648069586,6
"2753",13,18,12.5766765695133,7.76003099003679,4.24714568623178,8.7405771245823,5
"2754",14,18,11.6111873740035,7.72390581358944,2.65251478471921,8.43746050806238,4
"2755",15,18,9.77634925775047,8.94470943277739,2.63205743141849,9.70941092867112,3
"2756",16,18,10.1350329561589,6.66151628221562,2.23439987436171,8.17958012487902,2
"2757",17,18,9.95705856829142,7.35863506751617,2.09277863861967,9.7305182547333,1
"2758",18,18,9.41315396458851,8.59994057888054,2.26622464969074,7.63108896034725,0
"2759",19,18,9.84509739615857,6.67158782962066,-0.0426579827974336,9.09436297980566,-1
"2760",20,18,7.54105681813818,4.79983418601664,0.330349746410374,9.26488460106641,-2
"2761",1,19,14.8102165473383,13.6622922905056,6.24539157626114,9.17291074086944,18
"2762",2,19,12.7285346531696,11.3485728616996,5.65489120983168,8.04234314931253,17
"2763",3,19,12.8080312477722,15.0010573864216,4.07667251048769,8.97468013389978,16
"2764",4,19,13.4246497186694,12.5757283580887,6.3951082592607,8.66438116460448,15
"2765",5,19,12.0397671978661,14.8404747703609,5.68782693658914,9.1981834576427,14
"2766",6,19,15.2425632438641,13.2706469795637,4.77322493955937,11.0657947807586,13
"2767",7,19,15.3053056934309,12.0342001018725,5.75079091876916,10.6115026425738,12
"2768",8,19,13.2441913789679,12.1563352713583,4.16052038305909,9.99355616531233,11
"2769",9,19,14.0506548478387,10.1921881536583,5.0779603874568,9.10170493274753,10
"2770",10,19,12.671687250161,9.1491203378445,3.38468829316598,8.91932446567991,9
"2771",11,19,11.7372727135565,9.05901039828379,3.83555906747775,10.6596880966365,8
"2772",12,19,11.6606207108126,11.7197564501095,5.80259632378117,10.1705314507602,7
"2773",13,19,12.3430354205217,11.6876248447751,5.04350457808103,8.71672579009437,6
"2774",14,19,9.86534973809463,10.600218326401,3.52860506018221,9.74746791130916,5
"2775",15,19,12.4257754047127,9.22488548439039,3.23142601125042,11.2524526687763,4
"2776",16,19,11.2355462122319,10.9128920579769,2.33393933481911,9.86703834754291,3
"2777",17,19,10.6828130049519,8.62945511507328,2.85389536228933,12.9484761607455,2
"2778",18,19,10.2112379102034,8.59550245810896,2.93439624647375,9.50825772525331,1
"2779",19,19,9.56438322392341,8.98337065776416,1.5105197415948,9.26593456744509,0
"2780",20,19,8.76953878852673,7.61361373705267,0.969204056894073,9.20387248284119,-1
"2781",1,20,17.6547166776708,14.9392227593219,5.89232835552224,10.4398844855365,19
"2782",2,20,15.4235102549033,14.1176041490088,6.828452536139,8.52020853386136,18
"2783",3,20,16.4366735958901,15.062913210387,7.86425854875206,8.90328851183714,17
"2784",4,20,14.6174530238372,13.7675856754829,6.78106196689601,10.0348934153723,16
"2785",5,20,14.5435696271222,13.2856315735231,6.26575076187903,9.36658908786017,15
"2786",6,20,14.0838004999556,11.4124123240324,7.48074250890534,10.7684403563167,14
"2787",7,20,14.3183835882374,12.1889797921951,5.82574146501834,8.7532489080619,13
"2788",8,20,15.0096336957238,12.1489883827271,5.49552480970297,10.1177769087513,12
"2789",9,20,14.3142865182819,13.2591614558871,5.59245235258901,11.6451449314763,11
"2790",10,20,15.3832972583514,12.6082697579265,5.6956733903954,11.1367967378915,10
"2791",11,20,14.3178698670775,11.5381205677284,5.40754270960844,11.5228256307137,9
"2792",12,20,13.5840942990426,12.1030790252863,2.62411562038634,10.6237893014973,8
"2793",13,20,12.8294247303572,10.7014690716994,5.35187784586912,11.0401745550568,7
"2794",14,20,12.5060098178345,10.7690361106374,6.37071214867386,11.309482324581,6
"2795",15,20,12.635911439448,10.3806493798754,5.07342636658401,11.4388369209519,5
"2796",16,20,13.147630122934,8.93825960296978,1.80535965215855,13.0369370225636,4
"2797",17,20,11.7474397281606,10.3231295721037,2.00708311869179,10.8133129451147,3
"2798",18,20,11.1503156125276,9.04104199912867,4.29830592833735,10.6554832874768,2
"2799",19,20,11.3246019631598,10.352454859115,4.41794635776035,12.7798372834453,1
"2800",20,20,10.4159326266655,8.18977364088998,1.26868381765686,11.2862787143204,0
"2801",1,1,0.29767053668356,-0.613189713199958,0.465510606878587,2.23505057966732,0
"2802",2,1,-0.802690304825681,0.565704111719937,-0.455797335524877,0.118800677166914,-1
"2803",3,1,0.607678376930588,-0.828588786363298,-0.0661281734039695,2.91028974994397,-2
"2804",4,1,0.651207976622611,-1.74800523852016,0.105299161016941,2.28405339253102,-3
"2805",5,1,-0.335532442743402,-2.16334587235754,-1.4665268049503,1.61145497683998,-4
"2806",6,1,1.18994033051747,-3.6853601746854,-0.371361229805404,1.29358016983472,-5
"2807",7,1,0.0738207951502974,-3.60527708228402,-1.36277045106618,2.3621188157758,-6
"2808",8,1,-2.96914121399457,-2.00194088871682,-0.683495001668531,3.2816676647584,-7
"2809",9,1,0.213000453521689,-2.790001074974,0.179812590106013,2.9649980779622,-8
"2810",10,1,-1.19946030770246,-2.24386693637757,-2.15393585970827,1.03192050599749,-9
"2811",11,1,-1.59455223663381,-3.93730582562854,-1.49105921103648,2.57432512585416,-10
"2812",12,1,-0.917434574498422,-4.01179485892057,-0.515175281648507,3.38742281387961,-11
"2813",13,1,-2.33914623635592,-4.19109039792056,-1.43258364100778,1.43389290492464,-12
"2814",14,1,-3.20916418456018,-3.44317514278527,-2.88300914459472,2.80912708144211,-13
"2815",15,1,-3.21606522072169,-5.33266463005999,-2.14707967691581,1.98659308114275,-14
"2816",16,1,-6.26786091806627,-5.52287248908798,-2.26417294909197,3.60569587736871,-15
"2817",17,1,-3.54288594192107,-5.49680982176502,-4.58279319934145,2.18633900763437,-16
"2818",18,1,-5.72484008192559,-6.7098882280459,-3.25888115013686,2.03448329528829,-17
"2819",19,1,-4.49055675106178,-5.77392427590159,-5.35146327325489,0.948014999469764,-18
"2820",20,1,-6.75638579368144,-9.09226651473856,-5.12385813210492,1.21172537461513,-19
"2821",1,2,2.53786371970975,-0.272287312446591,1.42673458985196,1.15991856407849,1
"2822",2,2,0.461337844575814,-0.34828011374756,1.84895452665045,1.95024810840983,0
"2823",3,2,0.956818045909451,-1.46259361277922,-1.06896011345423,-0.0794287314822649,-1
"2824",4,2,0.132141693096254,-1.40956570814587,0.760456280870529,1.88204143398746,-2
"2825",5,2,-0.309963389679819,-1.30670715250388,-1.94220063767712,1.49539360559805,-3
"2826",6,2,-1.37855388756428,-2.08079256118068,0.303070562695289,0.988521381331014,-4
"2827",7,2,-2.10725970214652,0.0677243201667483,-0.648090015848323,2.26562805959395,-5
"2828",8,2,0.93127729774592,-2.15705115068006,-1.59553315603779,-0.0607796346409302,-6
"2829",9,2,-0.828870218189359,-2.58731536692789,-2.57660441595115,2.27058692520124,-7
"2830",10,2,0.864032792856222,-3.61770475027176,0.915683041588968,3.37149740123902,-8
"2831",11,2,-0.790580900537291,-5.02026044914682,-0.546504197074454,1.60491769053353,-9
"2832",12,2,-3.08389836979263,-2.33960126789439,-2.96421637803315,-0.0354463078195399,-10
"2833",13,2,-1.985127268815,-3.69756693381052,0.0940518026453188,3.77702047308586,-11
"2834",14,2,-2.53504943057762,-5.29155737968544,-0.776196529141982,1.57964839430969,-12
"2835",15,2,-2.64083347362684,-3.99634731759307,0.967582262332501,4.32782571398061,-13
