"","a","a2","p","p2","x.cor","x.cor2","y1","y2","y3","y4"
"2800",20,400,20,400,0.227618256118149,0.0518100705182671,11.0666003623252,7.14521652753151,1.90102523854055,10.2297191438002
"2801",1,1,1,1,-0.0695440964773297,0.00483638135484815,0.41250069907755,0.863072420303776,0.78842686157719,-1.22381435862534
"2802",2,4,1,1,-1.16536548035219,1.3580767027965,2.82334662223052,-1.77756913002057,0.120017344944801,-0.351372693891343
"2803",3,9,1,1,-1.70759097766131,2.91586694699031,-0.146036756789503,-0.208057573039657,-0.593656863923586,0.791194770463581
"2804",4,16,1,1,-3.53666026564315,12.5079658345791,0.432093819602674,-1.94407576416949,1.24600250659356,2.68871881638553
"2805",5,25,1,1,-4.66728512430564,21.7835504315647,-1.87734014609636,-1.87539205395777,0.423866376962102,0.58465294329611
"2806",6,36,1,1,-4.99437168473378,24.9437485252705,-0.102692978381662,-0.702904916989576,0.563459787353316,1.49245497687845
"2807",7,49,1,1,-6.73361738957465,45.3416031491821,-0.189494255177183,-1.86320647343053,-3.9883127587837,0.423389305778095
"2808",8,64,1,1,-6.98091749567538,48.7332090814267,-0.407368632414606,-2.68496923037427,-0.517337111283754,0.695933916374962
"2809",9,81,1,1,-8.41712240595371,70.8479495968079,-1.20933582622493,-3.98001939661643,-0.108271217286418,1.35797726967183
"2810",10,100,1,1,-8.17939864564687,66.9025622044098,1.27654520860951,-2.65011236042244,-0.858038479633631,2.1060947473188
"2811",11,121,1,1,-9.60322739649564,92.2219764288044,-1.42134178917512,-4.05553869837936,-2.80968534536474,1.16437700048078
"2812",12,144,1,1,-10.6602368135937,113.640648921897,-0.924183837490127,-3.92220581536413,-3.0584577475501,3.89362815041811
"2813",13,169,1,1,-12.4910714775324,156.026866656823,-1.50072852356363,-3.88037238005743,-3.72223620717909,2.92546837844743
"2814",14,196,1,1,-12.0376112516969,144.904084646981,-2.5164569539499,-3.41290536117973,-1.79370971540852,3.07178154182148
"2815",15,225,1,1,-13.2198741859756,174.765073493025,-1.10690298647089,-5.77624683954498,-3.14811059356261,-0.0818975528807737
"2816",16,256,1,1,-15.834188924171,250.721538886341,-3.54595376990636,-6.61250450100938,-5.21250419385101,2.90257693007925
"2817",17,289,1,1,-16.3470308980905,267.225419183124,-4.49623732020461,-5.1385696500184,-4.92678458591518,1.69435962649219
"2818",18,324,1,1,-16.6020856429823,275.629247696918,-4.50403052594545,-7.13617275562185,-4.01194517498085,3.64937675507212
"2819",19,361,1,1,-18.3889655089006,338.154052487535,-3.99091557202509,-7.5903917758167,-5.31851582813656,2.88626575369421
"2820",20,400,1,1,-19.2306070271879,369.81624663413,-4.43689664044349,-7.08330130860017,-4.7338653071237,3.10372845379002
"2821",1,1,2,4,0.452158470638096,0.204447282569782,1.47849573513358,-0.97475988858735,1.56888230806355,4.20778162230601
"2822",2,4,2,4,-0.0460399184376001,0.00211967408974087,-0.138884066436223,0.0478531528566796,0.94303885949169,0.881597270953176
"2823",3,9,2,4,-1.35857732687145,1.84573235308919,1.44209884805433,-1.58023608932654,-0.213907980674556,0.56415620226016
"2824",4,16,2,4,-2.65895455377176,7.0700393190236,0.623509968183157,-1.31760170861698,-0.370489378242467,0.47254539088726
"2825",5,25,2,4,-2.99772739270702,8.98636952098603,0.7003301807419,0.0381324288490025,1.52214987176105,3.33689171981174
"2826",6,36,2,4,-3.59545539971441,12.9272995313355,-0.853059298616742,-0.445967181220306,-1.09235472679804,2.43340657303164
"2827",7,49,2,4,-5.3667359938845,28.8018552280555,-1.24599222286141,-1.37486436368919,0.493465571511252,0.0990699420950847
"2828",8,64,2,4,-6.23931190790609,38.9290130841387,-1.32586276440574,-2.16262210637375,1.67062982550963,2.65142574437753
"2829",9,81,2,4,-7.26372970594093,52.7617692409687,-1.57776175169526,-1.65973019267227,0.275320354236144,2.29597813670186
"2830",10,100,2,4,-7.04112777113914,49.5774802895069,-0.737196835632804,-0.122515727017189,-1.31790724206168,0.181456145287183
"2831",11,121,2,4,-9.63546884758398,92.8422599127613,-2.1730982936882,-2.90356060049356,0.0392787047701175,2.67717860624833
"2832",12,144,2,4,-10.0696307341568,101.397463122276,-1.91151629023165,-3.82823732989891,-1.44386839527082,2.07179788889171
"2833",13,169,2,4,-11.9703575419262,143.28945968155,-0.576121397456865,-4.38678812691219,-2.28043500772592,2.11290205859853
"2834",14,196,2,4,-12.6041522361338,158.864653591637,-2.90164946212293,-2.72350444631652,-3.14216384433598,2.99788157317457
"2835",15,225,2,4,-12.9335821624845,167.277547553738,-1.78040849982656,-3.83630038454136,-2.27405144709477,3.12196217737192
"2836",16,256,2,4,-14.2917398666032,204.253828414654,-4.55768462180513,-6.51310311435277,-2.42199136984189,3.45342062414704
"2837",17,289,2,4,-15.9965234510601,255.888762520314,-2.43079460291572,-6.24384260718547,-4.14789367402671,3.17113326926591
"2838",18,324,2,4,-15.5632691723295,242.21534733038,-4.18633293440822,-4.37012218957144,-4.93817707080279,3.33235049052405
"2839",19,361,2,4,-16.3291069120169,266.639732544077,-6.2813989226541,-6.31704741614099,-5.67407847259914,1.99091567634936
"2840",20,400,2,4,-18.4128047316335,339.031378085266,-4.90639742332944,-7.62869724422921,-3.98824965500174,1.33048248990303
"2841",1,1,3,9,1.51563442777842,2.29714771866723,3.34242887676631,0.188030521297173,1.83520059976444,2.16859922889961
"2842",2,4,3,9,1.41061060875654,1.9898222895365,1.51837119633753,0.441666934563151,1.295674259945,1.48166910034138
"2843",3,9,3,9,-0.988747957162559,0.977622522793134,2.26473615587791,-1.08465315068803,1.42585622299909,2.86703412636248
"2844",4,16,3,9,-0.230715437792242,0.0532296132356657,1.98062205001506,1.53678871716147,1.51541227087094,1.24511982189376
"2845",5,25,3,9,-2.52465756377205,6.37389581431144,1.45989605319374,-0.60694990718516,2.1896982982285,2.14364100497264
"2846",6,36,3,9,-3.3276369953528,11.0731679728406,-0.588307061156586,0.637046249388169,-0.567900015290726,3.15410429261068
"2847",7,49,3,9,-4.20769818173721,17.7047239885947,-0.79333424065876,-1.42316165823914,1.67814204437705,1.58338192595929
"2848",8,64,3,9,-5.31481685489416,28.2472782010671,-0.295003457089098,-2.50960533444719,-0.946055500772001,2.39932469948638
"2849",9,81,3,9,-5.88449398661032,34.6272694784531,-1.40464487331555,-1.12229214674775,-0.766499832269728,1.77454260978209
"2850",10,100,3,9,-7.16222563199699,51.2974760036347,-0.623736793026152,-0.558625152850811,-0.866133608131124,0.906568095384097
"2851",11,121,3,9,-7.79460588283837,60.7558808687785,-1.90421779828145,-1.59178518772305,0.284877134199176,1.2963366947896
"2852",12,144,3,9,-9.92336262203753,98.4731257284516,-2.60021071247788,-3.12118091838066,-1.8047079519041,2.64917384888441
"2853",13,169,3,9,-9.35934720281512,87.5973800628431,-0.479781638833036,-3.79110606792009,-1.56076919508334,0.924497149379611
"2854",14,196,3,9,-10.8243969338946,117.167568982507,-2.03778203572636,-2.83473257580686,-1.86224680705568,1.67695426557738
"2855",15,225,3,9,-11.7743341643363,138.634945013458,-1.51563162525195,-4.71928651580815,-2.85797993660653,2.29638667766371
"2856",16,256,3,9,-12.0172892077826,144.415239903488,-3.15595937447961,-4.56890650412889,-3.46257520928866,3.2770568730869
"2857",17,289,3,9,-13.5944104641676,184.807995868269,-1.59678328421953,-3.81722963896293,-2.54922946322186,2.41717226301434
"2858",18,324,3,9,-15.7238052897155,247.238052788886,-4.98071038692105,-4.84303096451832,-4.28716767517826,2.94616343535397
"2859",19,361,3,9,-16.1361782825552,260.376249566406,-3.3816169296232,-5.45249601474117,-4.67111868472178,2.53391572916779
"2860",20,400,3,9,-17.2700974922627,298.256267392259,-4.32450619578023,-5.17141643679425,-4.04961205657665,3.95083596783677
"2861",1,1,4,16,2.17617239104584,4.73572627555016,3.08218287465411,2.52850703208673,1.17687078016673,1.49609851568952
"2862",2,4,4,16,2.64446645742282,6.99320284443441,1.91799722803412,0.489490884943986,1.85164508947941,-0.225966780737287
"2863",3,9,4,16,1.96660020574927,3.86751636925308,2.59024586987341,2.41209776372475,2.38862118074269,0.160940267175096
"2864",4,16,4,16,0.98179423622787,0.963919922290267,1.9679129658149,1.36596033310972,0.770991997324328,2.38158685861228
"2865",5,25,4,16,-0.513889555353671,0.264082475101594,0.838392321766633,-0.0760847959181328,2.12862419707299,0.624555994535196
"2866",6,36,4,16,-2.2965365210548,5.2740799925385,0.889009016005128,0.646349063265894,0.488413774823938,0.983259963504472
"2867",7,49,4,16,-2.66693257819861,7.11252937665709,-0.290053683923488,1.504341479217,1.7841668028784,2.59243574899492
"2868",8,64,4,16,-4.91384456772357,24.1458684357465,1.58264998856898,-2.4337008994889,0.601585590013054,0.72495890712583
"2869",9,81,4,16,-5.16259103594348,26.652346204404,1.33312573159999,-0.301839230087096,-0.177721851628734,2.1712447284147
"2870",10,100,4,16,-6.183201958891,38.2319864644336,1.63791785542562,-1.01858485714762,0.206233492691485,3.08426610929115
"2871",11,121,4,16,-7.26657105563208,52.80305490655,-0.491938068111891,-1.84774806439084,-1.66800345309614,1.5489732838908
"2872",12,144,4,16,-8.40870389994234,70.7063012769055,-0.803249576345369,-1.49373041998438,-0.864465363637218,2.63663532858362
"2873",13,169,4,16,-9.76335659017786,95.3231319069695,-1.31070357707726,-5.6694903074549,-1.79963962026882,3.37521022927814
"2874",14,196,4,16,-10.1908745761029,103.853924625861,-2.28749701634719,-2.40528220469609,-2.42644304861643,2.9818967805946
"2875",15,225,4,16,-10.5828413944691,111.99653198049,-2.82970445582786,-2.8508483531013,-3.17431918774017,2.94007435534662
"2876",16,256,4,16,-11.0301273306832,121.663708931084,-0.135950596357682,-3.8581331010209,-1.04618887110474,2.265940005781
"2877",17,289,4,16,-13.9717128891498,195.208761056834,-2.41873171342142,-6.38726297109821,-2.95783979293798,3.1296922635083
"2878",18,324,4,16,-13.8524724454619,191.890992852281,-0.868148999617363,-4.7211360433232,-1.81593013479424,1.38484759402979
"2879",19,361,4,16,-14.0815364760347,198.289669525895,-1.77303529014469,-4.14172781091118,-3.07271359624415,2.46016735438344
"2880",20,400,4,16,-16.316639249213,266.232716388959,-4.70317397875006,-5.21774101227318,-2.19679075119259,3.02087853309127
"2881",1,1,5,25,3.70493594324216,13.7265503435277,4.83891659212267,2.19566515730283,0.512205751681963,2.86957782395559
"2882",2,4,5,25,2.80463706841692,7.86598908553827,2.64003996614725,1.36811938206216,0.70819658997942,3.18974609778848
"2883",3,9,5,25,2.00000829622149,4.00003318495481,1.89239218066734,-0.3556226256579,1.8150213448803,1.5224922989134
"2884",4,16,5,25,0.280801489017904,0.078849476234672,1.21824330624981,0.27096072792305,0.409446339916594,0.157911756448016
"2885",5,25,5,25,0.046233328524977,0.00213752066649845,2.97822468739475,-0.0322900329410226,0.735126481883986,1.66031314836008
"2886",6,36,5,25,-1.34052529325709,1.797008061862,2.62869592925488,-0.267739392964224,-0.0887228800374537,0.189073889660698
"2887",7,49,5,25,-2.92254091752693,8.54124541461915,0.697260407069953,0.417626223150217,0.610009729670078,3.56030848815488
"2888",8,64,5,25,-2.9498391225934,8.70155084918262,0.943741672417401,2.20450813171097,-0.422586371716182,1.92216652510678
"2889",9,81,5,25,-3.24739850917831,10.5455970774135,0.180774203444263,0.135977094956739,1.0988795727664,2.95906816341645
"2890",10,100,5,25,-4.3620775048621,19.027720158424,1.75291948117786,-1.84342606491722,-0.519547134935629,2.03211738339065
"2891",11,121,5,25,-6.43912686686963,41.4623548076423,1.60817877136325,-2.20137545008387,0.11692809255866,2.15859515404556
"2892",12,144,5,25,-6.9029244906269,47.6503665232967,-0.402035433499806,-1.81545350182596,2.22265100868781,3.02402054282048
"2893",13,169,5,25,-7.43217607215047,55.237241167446,0.213159275764746,-1.25437780537553,-2.78042214687231,3.77635907499387
"2894",14,196,5,25,-9.00060267234221,81.0108484653738,0.292850731823395,-2.07345748934456,0.203048606016681,0.617534393460982
"2895",15,225,5,25,-10.2519799727015,105.103093360673,0.14518222638357,-1.71754167389467,-1.16804808611331,3.75739438523726
"2896",16,256,5,25,-10.2310101985931,104.673569683717,-2.1074609987564,-2.00944888663534,-1.87020090688337,3.62428161511651
"2897",17,289,5,25,-11.3931108647957,129.802975177527,-1.04912257497856,-2.31061157084154,-2.26952703263624,3.26238050807037
"2898",18,324,5,25,-13.2026424878277,174.309768661393,-1.01896547372163,-2.57823669131608,-1.07103987596433,2.66632717168006
"2899",19,361,5,25,-13.6507799341343,186.343792810165,-2.61801609449773,-4.39829537054367,-2.66960393152369,2.87575608782365
"2900",20,400,5,25,-14.5045782546513,210.382790345303,-1.74337938813159,-3.22381826164385,-3.13116761627768,4.28720307598507
"2901",1,1,6,36,5.24047418264672,27.4625696589868,2.70258584359682,4.13147206187607,2.57635300464203,2.36095873746681
"2902",2,4,6,36,3.26004738360643,10.6279089433592,1.98735299041792,0.930935760966622,2.37037105813277,2.61664766411629
"2903",3,9,6,36,3.04477056674659,9.27062780412637,3.5668247109325,3.21616066669814,0.659925334888247,3.08497997712168
"2904",4,16,6,36,2.45948748011142,6.04907866482482,1.75714283991391,1.26048049648845,1.37464959568638,0.643216725262989
"2905",5,25,6,36,0.692285785451531,0.479259608738244,1.47989146496131,0.109947739206444,2.14943067600899,2.78313100922881
"2906",6,36,6,36,0.857626407407224,0.735523054682222,1.90869606850427,1.46130872363662,1.08347896217477,0.764743633724464
"2907",7,49,6,36,-1.12702344264835,1.27018184027894,2.12100502835363,-1.02060724821784,1.6248122155301,2.52843590829774
"2908",8,64,6,36,-1.01246313378215,1.02508159726797,0.605399879804308,2.18806381159175,1.18839969405023,2.3343402808401
"2909",9,81,6,36,-2.23315658001229,4.98698831085219,-0.962618396337905,0.712380702902791,1.0695462134209,3.50458469391265
"2910",10,100,6,36,-3.10040944023058,9.61253869707089,2.66552843974542,1.00978174694442,0.737924557620642,2.57064619848022
"2911",11,121,6,36,-4.10842424351722,16.87914976472,-0.112382257429862,-0.971345998839206,1.56035158574791,2.67021132194442
"2912",12,144,6,36,-5.7503579207696,33.0666162169577,-0.406340448838934,-0.171426481968306,-1.18807548220166,3.07772605955419
"2913",13,169,6,36,-6.9800311694853,48.7208351269863,1.50335886734588,-2.55191774772793,-0.655614380340039,3.66289111278814
"2914",14,196,6,36,-8.78199007315561,77.1233496450037,-0.5683201820053,-0.806890461030272,-2.46001224536064,3.40417848863503
"2915",15,225,6,36,-9.57777354167774,91.7337460156622,0.163024831835413,-2.49826852484383,-1.76209324543744,3.11517371359036
"2916",16,256,6,36,-10.0944051975384,101.897016292091,0.122961659802802,-3.63070508801836,-1.10336371724595,3.83082871853025
"2917",17,289,6,36,-10.5009689135477,110.270348123295,-1.60708488823402,-1.08663236767478,0.0847316451395623,3.67486399785553
"2918",18,324,6,36,-11.1981037119403,125.397526743372,-1.69440913515459,-1.92735948308115,-0.538649591308963,2.32241696000157
"2919",19,361,6,36,-13.2876257654279,176.560998482065,-0.157703160129142,-1.48718020395885,-4.12577232838199,3.23997103340921
"2920",20,400,6,36,-13.4315907796845,180.407630872905,-3.26485851903106,-3.14220652386571,-3.45612689330366,4.75917598390933
"2921",1,1,7,49,6.00403443956748,36.0484295515123,3.7403156837751,2.28538564860469,1.76586922950311,1.08088738770686
"2922",2,4,7,49,5.47855525230989,30.0145676526123,5.49919768879919,2.48502647293668,1.38235292965756,2.61707386084273
"2923",3,9,7,49,4.26985342334956,18.23164825689,4.28709800269222,2.79718937656877,4.7117137191091,1.62145513386824
"2924",4,16,7,49,2.04576431307942,4.1851516246693,1.63662149232937,2.11417264332558,2.18793308144875,1.36117821705349
"2925",5,25,7,49,1.79114335589111,3.20819452135286,1.88550276574911,0.360194757513488,2.46328882384058,2.93374950918625
"2926",6,36,7,49,0.819432265125215,0.671469237128241,2.12543699945175,1.63149872778237,1.63564046934798,2.59704363186756
"2927",7,49,7,49,0.486408531665802,0.236593259677282,3.78588276008504,1.72668573284464,0.73760479916608,3.27730893765569
"2928",8,64,7,49,-0.370925130322576,0.13758545230482,2.51527392706652,2.52513282108265,2.76353539194286,4.30986981025233
"2929",9,81,7,49,-2.69221065239981,7.247998196895,3.93620558092995,0.464297128202255,-0.17160632567531,1.6554841882179
"2930",10,100,7,49,-2.99634916521609,8.97810831989115,3.02309925692827,-0.323766448421537,1.86775264821747,2.22225546107981
"2931",11,121,7,49,-4.20652502169833,17.6948527581741,1.70604449521381,-0.651971023455681,0.398059644611422,1.85343515462986
"2932",12,144,7,49,-5.63409073604271,31.7429784219623,1.69652051808423,0.0481791529336891,0.346559480873027,3.64498126041346
"2933",13,169,7,49,-6.32510120188817,40.0069052141272,0.4577473646532,0.0213953497500941,0.901974293126199,3.10061189621094
"2934",14,196,7,49,-6.15760629205033,37.9161152478978,2.30578290212272,-0.309636931451881,-0.14654104032543,3.40517092403916
"2935",15,225,7,49,-8.13837233418599,66.2331042498439,0.467585023863564,-1.16380897312192,0.0724982784254936,3.60765195951871
"2936",16,256,7,49,-9.62461061961949,92.6331295792922,-0.743197775553236,-2.56447313382333,-2.54219985042439,2.52351966841443
"2937",17,289,7,49,-9.31548354262486,86.7782336329146,1.07665912570228,-2.43120182566873,-2.08660686520466,3.64062258491846
"2938",18,324,7,49,-10.4482835815288,109.166629800045,-0.92696153150172,-2.59001013125408,-3.13257544992148,4.22787293441013
"2939",19,361,7,49,-12.9758205772378,168.371919652667,-3.17312289195575,-4.5250039319233,-2.4679138488015,1.92152314410844
"2940",20,400,7,49,-12.7155128885061,161.684268017764,-0.757392371130311,-4.61548356641023,-3.6974501079653,4.40215080515905
"2941",1,1,8,64,7.95367507496849,63.260947198175,4.03877361818812,4.23269823857496,2.78572830392418,1.80121312812808
"2942",2,4,8,64,6.94131327141076,48.1818299318632,4.06371501576115,4.90343611587274,3.21901203636058,4.39985319412907
"2943",3,9,8,64,5.63870653044432,31.7950113364755,6.03186179921436,2.54530783823769,3.03484313978077,1.62643337044057
"2944",4,16,8,64,3.1052494905889,9.64257439880264,4.48892777293467,2.92852173124684,2.94695585783426,2.39486100554116
"2945",5,25,8,64,3.73080050293356,13.9188723926893,4.89991147143156,3.00522999404809,2.21227674532004,3.07822480429183
"2946",6,36,8,64,2.53243740834296,6.4132392271748,3.83247422891055,2.33055255958885,2.60988969346099,2.57320967371472
"2947",7,49,8,64,0.939225005917251,0.88214361174026,2.28739241018057,1.90364473476656,2.95159823132185,2.83620249730828
"2948",8,64,8,64,-0.461593727581203,0.21306876934231,2.33859699260309,0.546235314749385,1.88589787102731,4.34188234602307
"2949",9,81,8,64,-1.77318885782734,3.14419872552301,3.6807169403708,1.63311332763267,1.04969974967899,5.19339984413161
"2950",10,100,8,64,-2.02054897742346,4.08261817016699,3.15748386414098,1.75185988842346,2.50642577654644,2.61877349714371
"2951",11,121,8,64,-3.52182374568656,12.4032424956817,2.99759091483277,0.660104458268998,1.08042113045439,4.1640468715395
"2952",12,144,8,64,-3.18867716798559,10.1676620816326,2.74422286338566,1.59699966206528,1.13414965655282,2.42830334266724
"2953",13,169,8,64,-4.24693578388542,18.0364635524465,1.6514508727136,0.25549515709839,-1.62371930958472,4.12084682572476
"2954",14,196,8,64,-6.77218640781939,45.8625087422537,0.078996850278451,-1.82760933015866,-0.267526758829613,3.09513254188671
"2955",15,225,8,64,-6.27730776695535,39.4045928010779,0.289956391796562,0.863312592492518,-0.023970024308936,3.30611228434279
"2956",16,256,8,64,-7.44447265425697,55.4201730999798,1.93882893867354,1.31912791966959,-0.22608896927609,2.78084832826213
"2957",17,289,8,64,-8.33679763646796,69.5021948314178,1.05654851263418,-0.0476929997042361,-1.79055492651604,5.83900310578118
"2958",18,324,8,64,-10.8115616324358,116.889864931957,0.255350040468643,-3.54608818610767,-0.394722736581969,2.55980796750182
"2959",19,361,8,64,-11.6939446828328,136.748342245154,-1.93039737748605,-1.6591354767273,-3.19244498736412,2.92176148518513
"2960",20,400,8,64,-12.2846660111099,150.91301900452,-1.40937054235558,-3.90431197598301,-4.22895348437881,3.45411973206762
"2961",1,1,9,81,7.2199737415649,52.1280208288867,4.32445815744951,4.19898458731233,2.46855800806204,2.4010757232089
"2962",2,4,9,81,7.56021944759414,57.1569180957806,6.27981558594184,4.04444244473255,1.23685596252362,2.14137801604306
"2963",3,9,9,81,6.19725212734193,38.405933929844,6.25407114056992,5.28896605966709,2.01874198346416,3.30048816486879
"2964",4,16,9,81,5.48677433142439,30.1046925639775,4.64964416567277,2.45386526933761,4.24137124631347,4.08863411684821
"2965",5,25,9,81,4.93630773108453,24.3671340159649,4.08481353326374,4.48943912354042,2.57603018134281,2.07958416857755
"2966",6,36,9,81,2.07883353484794,4.3215488656084,4.93231002344159,2.28588986335756,0.923455291924967,4.53732208064571
"2967",7,49,9,81,1.17345445463434,1.37699535710117,4.61679244399368,2.04705680033105,1.15183961587135,3.39121192248268
"2968",8,64,9,81,1.92839394137263,3.71870319312268,5.87763166912441,2.61359819452822,2.13317972396096,4.62195596963921
"2969",9,81,9,81,-0.987413414288312,0.974985250716502,1.57313771572772,2.11763625558262,2.55379068008879,4.70867311989913
"2970",10,100,9,81,-0.0887617347761989,0.00787864556048027,5.02821606087337,2.08789473647595,0.811772737001645,4.70165450376129
"2971",11,121,9,81,-2.57327103894204,6.62172383985784,4.37975897563833,0.408061015918442,1.43773813548249,3.96515337289647
"2972",12,144,9,81,-2.96658815303817,8.80064526974644,3.0605993607308,0.533303415440803,-0.206144119489766,4.03815137284201
"2973",13,169,9,81,-3.70419995998964,13.7210973435872,1.03375463541127,0.0811100131879107,-0.282937623542647,3.29874784595157
"2974",14,196,9,81,-4.69742838665843,22.0658334477844,2.82704032933736,-0.34729404628713,0.920531547442152,3.5240552358074
"2975",15,225,9,81,-5.19818756356835,27.0211539460367,1.11170616666504,0.726915449896742,1.39961907893812,5.9960507851875
"2976",16,256,9,81,-6.2225826503709,38.7205348406969,0.554933157905223,0.752353623012341,0.736209114727739,1.97292611103204
"2977",17,289,9,81,-8.03458369476721,64.5545351482191,1.05591697143991,-1.74754382839224,-1.27552922574519,3.42353355553161
"2978",18,324,9,81,-8.15577172487974,66.5166124283479,2.11544156106644,0.388252061178366,-0.372479383940114,4.38021168915422
"2979",19,361,9,81,-9.03318044543266,81.598348959747,1.26139312669726,-1.47005758447781,-1.2752718359283,3.45041869500411
"2980",20,400,9,81,-10.9161894964054,119.163193121432,0.288203895513347,-2.90154650308917,-0.861809367078658,4.89347713102743
"2981",1,1,10,100,9.21455617481843,84.9080454988844,5.93932801674617,5.73692861071443,4.07286603041235,0.239338962653668
"2982",2,4,10,100,8.67181600118056,75.2003927583312,5.82288276188335,5.32956846501048,3.76493210716328,3.83706021359829
"2983",3,9,10,100,6.97446499625221,48.6431619839473,6.50179406557139,5.21919085607945,2.55088896459472,2.37504606765004
"2984",4,16,10,100,6.11985733360052,37.4526537836241,4.4714063967246,1.86996811050487,3.55511388260129,2.42094420115132
"2985",5,25,10,100,4.96808909578249,24.6819092636329,4.76458522871051,6.24494860810303,4.05591755251637,3.57935514656057
"2986",6,36,10,100,3.82874353742227,14.6592770753528,5.72135353772444,3.42465481901004,2.55994225948266,6.08649871752887
"2987",7,49,10,100,3.63028982188553,13.1790041908856,6.4944532876753,3.05178979727571,1.69735443427196,4.00386025814868
"2988",8,64,10,100,1.46636046050116,2.15021300012119,3.65850151351272,2.61204639496028,3.35649174876696,5.00773499794325
"2989",9,81,10,100,1.38865824975073,1.92837173460077,5.25410931025292,3.17767665312053,1.95660003271074,5.3745452680029
"2990",10,100,10,100,-0.806499555706978,0.650441533355553,5.31963316956542,1.76689537723546,1.35084822928858,5.20862003454422
"2991",11,121,10,100,-1.31909939507023,1.74002321407463,3.3898391301234,4.64388703815422,2.59327685320015,4.17104179183971
"2992",12,144,10,100,-2.85720846941695,8.16364023770793,4.02616729626295,0.913124005572339,0.599987713452481,4.87633951134974
"2993",13,169,10,100,-2.01227181451395,4.04923785548727,5.1075353949232,2.02616669959686,1.06771665280566,5.51610082820597
"2994",14,196,10,100,-3.07935207756236,9.48240921758764,4.0874488704462,1.37703785220396,0.378624944959743,4.56515524171847
"2995",15,225,10,100,-4.24942162353545,18.0575841345707,5.62332976490288,0.901822658922205,-0.449327936912681,3.11771612114205
"2996",16,256,10,100,-5.29963051341474,28.0860835787166,2.9014059245902,0.278191543100438,-0.103020080313536,4.62002251836315
"2997",17,289,10,100,-7.69019386265427,59.1390816452054,1.79466732797103,1.03253513143891,-0.345459536308835,5.0468908713271
"2998",18,324,10,100,-7.6373943882063,58.3297930410051,1.71455179152526,-1.52517302201796,-0.918482968445839,5.37965525786147
"2999",19,361,10,100,-9.42436377052218,88.818632479131,1.98385177301498,0.212688257963414,-1.88911248849605,2.28582938358879
"3000",20,400,10,100,-9.09841755917296,82.7812020810668,1.52598279545823,0.360253301096703,-1.82622415166792,4.99970228061645
"3001",1,1,11,121,9.53353121271357,90.8882173837839,7.8651729123976,5.41273398965633,3.23434567036564,3.84502188305388
"3002",2,4,11,121,9.8727859002538,97.4719014322503,7.03553603190511,6.27114061634359,5.61654047237683,4.31233254174165
"3003",3,9,11,121,7.3952709119767,54.6900318615286,6.04914643032812,6.72577357044579,2.88592984161035,3.70684079631301
"3004",4,16,11,121,7.43470215983689,55.2747962054833,7.57636192086312,5.22591918985336,2.60337632210696,3.34640048718175
"3005",5,25,11,121,6.81445898860693,46.4368513074058,7.7209350377521,4.32978223563326,2.38974256382722,5.30748204200311
"3006",6,36,11,121,5.06665547797456,25.6709977324897,7.11535265308421,4.37493538199354,3.81235482040286,3.96006203415206
"3007",7,49,11,121,4.93941751355305,24.3978453731946,6.29705349850776,3.11517440742557,2.85717588616798,3.98664890094084
"3008",8,64,11,121,2.94477926008403,8.67172489062106,8.03987523778351,5.21893539355038,3.46354506179012,4.34089779792653
"3009",9,81,11,121,2.64339790446684,6.98755248133967,5.25054350448172,4.2737592044665,1.90213052503457,4.1230300967069
"3010",10,100,11,121,0.644296003971249,0.41511734073332,5.39256054766315,1.99701343564637,2.85868140009171,4.07746765371836
"3011",11,121,11,121,-0.358168431092054,0.128284625030943,4.17237972481383,3.25245090045703,1.64907434266912,3.73792295297344
"3012",12,144,11,121,-1.99655101355165,3.98621594971413,6.58095908345416,1.18080989461969,2.73888702116314,5.25294268644915
"3013",13,169,11,121,-1.86034880764782,3.46089768611668,3.26444978908356,2.49795476905617,-0.0713644834453679,5.67340467226835
"3014",14,196,11,121,-2.28915211139247,5.24021738909259,5.2692294414714,1.68517151825516,1.47264518345949,4.13266608285324
"3015",15,225,11,121,-4.30201690876856,18.5073494833306,3.98432940813166,3.33722857685198,0.560734285736624,5.58962464695144
"3016",16,256,11,121,-5.82640128815547,33.9469519706197,2.59991829206109,1.82098288903002,1.9919474997769,4.19248116332053
"3017",17,289,11,121,-6.14728229027241,37.7890795562969,3.85459787432206,2.29638830657525,-0.654085135632761,4.54618838617799
"3018",18,324,11,121,-6.07741197757423,36.9349363451627,2.54694316549724,0.487069941043412,0.817054324244585,5.38410207422495
"3019",19,361,11,121,-8.5311674294062,72.7808177085611,1.82401430319263,0.0175893899455059,-0.622981813029891,3.58505499880651
"3020",20,400,11,121,-9.07767578819767,82.4041977156301,1.33343286976175,-0.0537320097764956,-0.412303735003713,5.59608152140096
"3021",1,1,12,144,11.0446553025395,121.984410751913,6.83578928727769,6.49389073036746,2.4653654942018,5.64542302883408
"3022",2,4,12,144,9.4299144889228,88.9232872683962,6.35120815749803,7.88059253630731,2.88788598104852,2.59992820438424
"3023",3,9,12,144,8.28478983510286,68.6377426118236,6.05321234007051,6.97846761039542,4.63648447947095,4.11617107564135
"3024",4,16,12,144,8.18607205990702,67.0117757699904,8.65329425350166,7.16484195827903,4.07148154497888,4.08953140430375
